user_name,user_loc,comment_text
Daisy1856, Smith Station,"Even I , lowly, rude American that I am, know that Queen Elizabeth II had 4 children."
challengeprejudice, Pragmatica,Sarah Chatto?  The Earl Of Wessex?  Zara Tindall?
CrazyChickenLady69, Birmingham,Yes  ..the times they are a changing  ...
jaysbee, Grays,What a load of tosh
TheGinger23, Gloucestershire UK,I think the odious s k a  n k Brooks at the Sun wants to be a Dame or Digger is nosing round for another 'Honour'...the sycophantic outpourings from a newspaper that gleefully wrote about t a m p o n gate is quite nauseating...the D M are as bad...and as my Grandfather once said...if a clown moves in to a Palace he doesn't become a King more that the Palace becomes a circus !
TheGinger23, Gloucestershire UK,The truth will out...and as my Grandfather once said...if a clown moves in to a Palace he doesn't become a King more that the Palace becomes a circus ! The m s m have been positively fawning over the past two weeks BUT the fact is nobody apart from the stupid and duffers actually like this 'man'...and most of us would have preferred William and Kate...I think the Sun and the D M have been the most sycophantic...embarrassingly so.
Veritas -1, New York,"What a ridiculous notion - all his cousins, are scheduled to along side him.
My this journalist can't do her research very well. It's common knowledge.
"
matantshe, bournemouth,"Get rid of Sophie and Edward, they are not needed in a slimmed down monarchy and I don't like them"
Randomwitterings, London,"Whether you like them or not the Duke of Edinburgh has taken over the promotion of the DofE award scheme for young people from his father. My own son benefited from this and so do thousands of other youngsters , giving them life skills and achievements. This is one of the better things that Prince Philip did. Why should they stop just because you don't like them?"
The Skorpion, London,"She called the queen an ""old dear"", in an interview and was involved in some scandals."
BarryD33, Leeds,"Too early to say, plans could alter in the future to pull in younger blood."
d dawson, birmingham,"If they're not up to it ,they can bale like Harry boy."
Oh-well, LONDON,"Well, it's self inflicted"
Loonylune, Suffolk,"The press complain that the monarchy is too big, so the monarchy slims down, now the press complain that the monarchy is too small. The press can't have it both ways! "
HowWokerific, Terabithia,"As others have said, George will have his own family, and his siblings will as well. Right there, that's six adults between the heirs and their spouses. Not really much different from HMTQ having just her four children (with really only Charles and Anne doing much for most of those decades), their spouses, and children. Much ado about nothing."
patricia0811, London,"George will have plenty of nieces, nephews and cousins to fill spaces."
SianSW, Cornwall,Cousins? I don't think so.
Norfolk Lad, Norfolk Village,Rubbish
johnwhatsmith, london,its to red
sandysilva, Goiânia,Does Charles want places to his greedy former married homewrecker mistress family?
TheGinger23, Gloucestershire UK,Probably...and as my Grandfather once said...if a clown moves in to a Palace he doesn't become a King more that the Palace becomes a circus !
Femaleforever, Leeds,He can't win.
Inferior to no one, Scotland,And the problem is?  Ever decreasing royal gravy train equals every increasingly happy believers in democracy.
Gemmacolinsfanclub, Threeandahalftonneweightloss,My first thought on seeing the headline was 'oh get over yourself' but this article actually makes quite sobering reading.
Labrador22, York,"What rot! Kate & William are only young, they'll be there for George, god willing "
dodgy, Changsha,"By definition, when George is King, William will be dead"
The Skorpion, London,"Labrador22. Chelsy only left after being targeted by the media. Phone hacked, bugged, followed."
scarlet_ibis, London,"I don't see the problem. A slimmed down monarchy simply will need to do less. Fewer patronages, fewer ribbons to cut, fewer dignitaries to receive. Spread more thinly, royal patronage and a royal presence will become even more valued and the royals will be able to focus on what is most important -- those things which unite the country and inspire pride in our culture, history and traditions. Great wisdom is needed to choose the right things to focus on."
mariebattis, Syracuse USA,"A larger group might have been due to the Queens long reign, and more and more charities and people being added. I imagine it was quite a bit smaller when the Queen was newly crowned, and perhaps smaller yet under her father"
Liane, East Grinstead,"The group picture from her coronation shows a group of 12 people (13 including the queen), 4 of which were her parents' generation, the rest were her generation or younger"
Sigger, Gateshead,Good..
Flatso, Norwich,"For years the media has been saying that the monarchy was to big, too many hangers on etc. And now they have reduced numbers the media are still moaning."
Idealogue, South West,DM not covering the Piers Morgan issue.
Maeve Scott, Indianapolis,What issue?
nainen, Kaupunki,"The late Majesty, Queen Elizabeth, didn't choose Charles' team. He has in that picture his team. If something happens, and William must act as a boss, he can make his own choises. I think it's wonderful that the older members of the Royal family are surrounded by love, respect, and the work they still want to do."
ThinkOutLoud, Liverpool,It will be a lifetime away when George finally becomes king! What a silly thing to say! People don't live forever and roles get replaced for those that die!
